idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2301812,2025-08-01 18:45:00,Round 400,Bootle,4,1874 Northwich,0,,
2301813,2025-08-01 18:45:00,Round 400,Pickering Town,3,Penrith,2,,
2301814,2025-08-01 18:45:00,Round 400,Enfield,0,Wormley Rovers,0,,
2301815,2025-08-01 18:45:00,Round 400,Roman Glass St George,7,Nailsea and Tickenham,0,,
2301816,2025-08-01 18:45:00,Round 400,Stone Old Alleynians,0,Sutton Coldfield Town,2,,
2301817,2025-08-01 19:00:00,Round 400,Belper United,2,Uttoxeter Town,1,,
2301818,2025-08-01 19:00:00,Round 400,Wokingham Town,3,Brislington,2,,
2301819,2025-08-02 11:00:00,Round 400,Hamworthy Recreation,1,Hartley Wintney,2,,
2301820,2025-08-02 13:00:00,Round 400,Guernsey,1,Bedfont Sports,1,,
2301821,2025-08-02 14:00:00,Round 400,South Park,2,Newhaven,1,,
2301822,2025-08-02 14:00:00,Round 400,Ipswich Wanderers,2,Lakenheath,1,,
2301823,2025-08-02 14:00:00,Round 400,Edgware Town,2,British Airways,0,,
2301824,2025-08-02 14:00:00,Round 400,Lydney Town,3,Royal Wootton Bassett Town,3,,
2301825,2025-08-02 14:00:00,Round 400,Worcester Raiders,1,Ashby Ivanhoe,0,,
2301826,2025-08-02 14:00:00,Round 400,Eastbourne Town,2,Ashford Town Middlesex,2,,
2301827,2025-08-02 14:00:00,Round 400,Witton Albion,4,Cheadle Town,1,,
2301828,2025-08-02 14:00:00,Round 400,St Blazey,1,Buckland Athletic,2,,
2301829,2025-08-02 14:00:00,Round 400,Loughborough Students,1,Barton Town,1,,
2301830,2025-08-02 14:00:00,Round 400,Hinckley,4,Highgate United,2,,
2301831,2025-08-02 14:00:00,Round 400,Glossop North End,1,FC St Helens,1,,
2301832,2025-08-02 14:00:00,Round 400,Colney Heath,0,Woodford Town,4,,
2301833,2025-08-02 14:00:00,Round 400,Newcastle Town,4,Stourport Swifts,0,,
2301834,2025-08-02 14:00:00,Round 400,Willand Rovers,0,Barnstaple Town,2,,
2301835,2025-08-02 14:00:00,Round 400,Harrowby United,1,Bourne Town,2,,
2301836,2025-08-02 14:00:00,Round 400,Stanway Rovers,1,Romford,0,,
2301837,2025-08-02 14:00:00,Round 400,East Grinstead Town,1,Eastbourne United,4,,
2301838,2025-08-02 14:00:00,Round 400,Barking,1,Grays,2,,
2301839,2025-08-02 14:00:00,Round 400,Knaresborough Town,0,Bridlington Town,0,,
2301840,2025-08-02 14:00:00,Round 400,Dunstable Town,1,Great Wakering Rovers,3,,
2301841,2025-08-02 14:00:00,Round 400,Haverhill Rovers,3,Wisbech Town,2,,
2301842,2025-08-02 14:00:00,Round 400,Lingfield,2,Whitstable Town,7,,
2301843,2025-08-02 14:00:00,Round 400,Eynesbury Rovers,4,Potton United,1,,
2301844,2025-08-02 14:00:00,Round 400,Kirkley and Pakefield,0,Cambridge City,1,,
2301845,2025-08-02 14:00:00,Round 400,Haywards Heath Town,0,Ashford United,1,,
2301846,2025-08-02 14:00:00,Round 400,Peacehaven and Telscombe,2,Harefield United,2,,
2301847,2025-08-02 14:00:00,Round 400,Trafford,2,Barnoldswick Town,1,,
2301848,2025-08-02 14:00:00,Round 400,Cribbs,2,Easington Sports,0,,
2301849,2025-08-02 14:00:00,Round 400,Hollands and Blair,1,Herne Bay,0,,
2301850,2025-08-02 14:00:00,Round 400,Mulbarton Wanderers,3,Dereham Town,1,,
2301851,2025-08-02 14:00:00,Round 400,Walthamstow,1,Brantham Athletic,1,,
2301852,2025-08-02 14:00:00,Round 400,Boston Town,2,Kimberley Miners Welfare,0,,
2301853,2025-08-02 14:00:00,Round 400,Bishop Auckland,2,Whickham,2,,
2301854,2025-08-02 14:00:00,Round 400,Sheffield FC,1,Albion Sports,1,,
2301855,2025-08-02 14:00:00,Round 400,Northwood,0,Egham Town,1,,
2301856,2025-08-02 14:00:00,Round 400,Daventry,3,Leicester Nirvana,2,,
2301857,2025-08-02 14:00:00,Round 400,Burnham,3,Holyport,2,,
2301858,2025-08-02 14:00:00,Round 400,Sheppey United,3,Metropolitan Police,1,,
2301859,2025-08-02 14:00:00,Round 400,Street,2,Brixham,2,,
2301860,2025-08-02 14:00:00,Round 400,Guildford City,1,Sutton Common Rovers,1,,
2301861,2025-08-02 14:00:00,Round 400,Pershore Town,2,Darlaston Town,1,,
2301862,2025-08-02 14:00:00,Round 400,AFC Croydon Athletic,3,Roffey,0,,
2301863,2025-08-02 14:00:00,Round 400,Whitley Bay,0,Heaton Stannington,1,,
2301864,2025-08-02 14:00:00,Round 400,Faversham Strike Force,0,Glebe,4,,
2301865,2025-08-02 14:00:00,Round 400,Parkgate,1,Eccleshill United,0,,
2301866,2025-08-02 14:00:00,Round 400,North Shields,0,Newcastle Blue Star,2,,
2301867,2025-08-02 14:00:00,Round 400,Erith Town,0,Sporting Bengal United,0,,
2301868,2025-08-02 14:00:00,Round 400,Atherton Laburnum Rovers,1,Ossett United,0,,
2301869,2025-08-02 14:00:00,Round 400,Longlevens,1,Fairford Town,5,,
2301870,2025-08-02 14:00:00,Round 400,Midhurst and Easebourne,0,Knaphill,1,,
2301871,2025-08-02 14:00:00,Round 400,Hallen,1,Highworth Town,0,,
2301872,2025-08-02 14:00:00,Round 400,Cockfosters,2,Kings Langley,2,,
2301873,2025-08-02 14:00:00,Round 400,Lincoln United,3,Northampton ON Chenecks,0,,
2301874,2025-08-02 14:00:00,Round 400,Hythe Town,2,Littlehampton Town,5,,
2301875,2025-08-02 14:00:00,Round 400,Cirencester,0,Reading City,0,,
2301876,2025-08-02 14:00:00,Round 400,Histon,2,Thetford Town,2,,
2301877,2025-08-02 14:00:00,Round 400,Hertford Town,3,London Lions,1,,
2301878,2025-08-02 14:00:00,Round 400,Leighton Town,1,Benfleet,1,,
2301879,2025-08-02 14:00:00,Round 400,Tavistock,5,AFC St Austell,0,,
2301880,2025-08-02 14:00:00,Round 400,Tadley Calleva,4,Millbrook Hampshire,1,,
2301881,2025-08-02 14:00:00,Round 400,Easington Colliery,3,Boro Rangers,1,,
2301882,2025-08-02 14:00:00,Round 400,Haringey Borough,3,Halstead Town,1,,
2301883,2025-08-02 14:00:00,Round 400,Westbury United,7,Sherborne Town,0,,
2301884,2025-08-02 14:00:00,Round 400,Deeping Rangers,0,Wellingborough Town,3,,
2301885,2025-08-02 14:00:00,Round 400,Rusthall,2,Westfield Surrey,5,,
2301886,2025-08-02 14:00:00,Round 400,Garforth Town,2,West Auckland Town,3,,
2301887,2025-08-02 14:00:00,Round 400,AFC Rushden and Diamonds,0,Grimsby Borough,1,,
2301888,2025-08-02 14:00:00,Round 400,Kidsgrove Athletic,1,Rugby Borough,0,,
2301889,2025-08-02 14:00:00,Round 400,Charnock Richard,1,Burscough,0,,
2301890,2025-08-02 14:00:00,Round 400,Bedworth United,2,Brocton,1,,
2301891,2025-08-02 14:00:00,Round 400,Aylestone Park,1,Northampton Sileby Rangers,4,,
2301892,2025-08-02 14:00:00,Round 400,Blackstones,2,AFC Mansfield,1,,
2301893,2025-08-02 14:00:00,Round 400,Redhill,0,North Greenford United,4,,
2301894,2025-08-02 14:00:00,Round 400,Grantham Town,1,Newark Town,2,,
2301895,2025-08-02 14:00:00,Round 400,Newquay,2,Shepton Mallet,2,,
2301896,2025-08-02 14:00:00,Round 400,Hythe and Dibden,3,Portland United,1,,
2301897,2025-08-02 14:00:00,Round 400,Stowmarket Town,1,Ely City,2,,
2301898,2025-08-02 14:00:00,Round 400,Fakenham Town,1,Wroxham,1,,
2301899,2025-08-02 14:00:00,Round 400,Ardley United,1,Aylesbury United,0,,
2301900,2025-08-02 14:00:00,Round 400,Skegness Town,2,Godmanchester Rovers,0,,
2301901,2025-08-02 14:00:00,Round 400,Hullbridge Sports,3,Basildon United,1,,
2301902,2025-08-02 14:00:00,Round 400,Thornbury Town,2,Virginia Water,2,,
2301903,2025-08-02 14:00:00,Round 400,Falmouth Town,2,Helston Athletic,1,,
2301904,2025-08-02 14:00:00,Round 400,Leverstock Green,0,Ilford,1,,
2301905,2025-08-02 14:00:00,Round 400,Bearsted,1,Hackney Wick,2,,
2301906,2025-08-02 14:00:00,Round 400,North Leigh,1,Risborough Rangers,2,,
2301907,2025-08-02 14:00:00,Round 400,Punjab United,2,Crowborough Athletic,2,,
2301908,2025-08-02 14:00:00,Round 400,Horley Town,0,Corinthian,0,,
2301909,2025-08-02 14:00:00,Round 400,Wick,2,VCD Athletic,3,,
2301910,2025-08-02 14:00:00,Round 400,Thatcham Town,2,Petersfield Town,0,,
2301911,2025-08-02 14:00:00,Round 400,Melksham Town,2,AFC Portchester,2,,
2301912,2025-08-02 14:00:00,Round 400,Larkfield and New Hythe Wanderers,0,Epsom and Ewell,3,,
2301913,2025-08-02 14:00:00,Round 400,Runcorn Linnets,1,Clitheroe,0,,
2301914,2025-08-02 14:00:00,Round 400,Tividale,1,Clay Cross Town,3,,
2301915,2025-08-02 14:00:00,Round 400,Balham,1,Faversham Town,1,,
2301916,2025-08-02 14:00:00,Round 400,Kempston Rovers,1,Arlesey Town,5,,
2301917,2025-08-02 14:00:00,Round 400,West Allotment Celtic,1,Northallerton Town,1,,
2301918,2025-08-02 14:00:00,Round 400,Hucknall Town,3,Yaxley,2,,
2301919,2025-08-02 14:00:00,Round 400,Whitchurch Alport,3,Litherland Remyca,0,,
2301920,2025-08-02 14:00:00,Round 400,Hartpury University,1,Tuffley Rovers,2,,
2301921,2025-08-02 14:00:00,Round 400,Hereford Pegasus,0,Lye Town,2,,
2301922,2025-08-02 14:00:00,Round 400,Bideford,4,Wellington AFC,1,,
2301923,2025-08-02 14:00:00,Round 400,Moneyfields,2,Brockenhurst,1,,
2301924,2025-08-02 14:00:00,Round 400,Romulus,0,Coventry Sphinx,2,,
2301925,2025-08-02 14:00:00,Round 400,Badshot Lea,3,Steyning Town,6,,
2301926,2025-08-02 14:00:00,Round 400,Redcar Athletic,2,North Ferriby,0,,
2301927,2025-08-02 14:00:00,Round 400,Sherwood Colliery,4,Bugbrooke St Michaels,1,,
2301928,2025-08-02 14:00:00,Round 400,Penistone Church,1,Padiham,4,,
2301929,2025-08-02 14:00:00,Round 400,Racing Club Warwick,2,Droitwich Spa,1,,
2301930,2025-08-02 14:00:00,Round 400,Takeley,5,Crawley Green,2,,
2301931,2025-08-02 14:00:00,Round 400,Bury,6,South Liverpool,0,,
2301932,2025-08-02 14:00:00,Round 400,Stotfold,0,Redbridge,4,,
2301933,2025-08-02 14:00:00,Round 400,GNG Oadby Town,1,Newark and Sherwood United,4,,
2301934,2025-08-02 14:00:00,Round 400,Biggleswade United,5,Newport Pagnell Town,1,,
2301935,2025-08-02 14:00:00,Round 400,Baldock Town,1,Little Oakley,1,,
2301936,2025-08-02 14:00:00,Round 400,Mousehole,4,Bridgwater United,0,,
2301937,2025-08-02 14:00:00,Round 400,Heacham,1,Newmarket Town,2,,
2301938,2025-08-02 14:00:00,Round 400,Milton United,0,Didcot Town,6,,
2301939,2025-08-02 14:00:00,Round 400,Mildenhall Town,1,Downham Town,1,,
2301940,2025-08-02 14:00:00,Round 400,Abbey Rangers,2,Corinthian-Casuals,4,,
2301941,2025-08-02 14:00:00,Round 400,Heanor Town,1,Dudley Town,3,,
2301942,2025-08-02 14:00:00,Round 400,Corsham Town,0,Slimbridge,1,,
2301943,2025-08-02 14:00:00,Round 400,Hanley Town,3,Lichfield City,1,,
2301944,2025-08-02 14:00:00,Round 400,Pagham,2,Horsham YMCA,3,,
2301945,2025-08-02 14:00:00,Round 400,Tring Athletic,5,West Essex,0,,
2301946,2025-08-02 14:00:00,Round 400,Maldon and Tiptree,5,Buckhurst Hill,0,,
2301947,2025-08-02 14:00:00,Round 400,Bradford Park Avenue,1,Mossley,0,,
2301948,2025-08-02 14:00:00,Round 400,Binfield,4,Winslow United,1,,
2301949,2025-08-02 14:00:00,Round 400,Guisborough Town,2,Consett,2,,
2301950,2025-08-02 14:00:00,Round 400,Shildon AFC,3,Ashington,1,,
2301951,2025-08-02 14:00:00,Round 400,Blyth Town,1,Horden Community Welfare,2,,
2301952,2025-08-02 14:00:00,Round 400,Saltash United,1,Torpoint Athletic,6,,
2301953,2025-08-02 14:00:00,Round 400,Pilkington,2,Longridge Town,2,,
2301954,2025-08-02 14:00:00,Round 400,Wythenshawe Town,2,Prestwich Heys,4,,
2301955,2025-08-02 14:00:00,Round 400,Tunbridge Wells,1,Holmesdale,1,,
2301956,2025-08-02 14:00:00,Round 400,Witham Town,1,Frenford,1,,
2301957,2025-08-02 14:00:00,Round 400,Chadderton,2,Stockport Town,1,,
2301958,2025-08-02 14:00:00,Round 400,Stafford Rangers,0,Lutterworth Town,1,,
2301959,2025-08-02 14:00:00,Round 400,Bradford Town,3,Bournemouth FC,1,,
2301960,2025-08-02 14:00:00,Round 400,Hassocks,1,Rayners Lane,0,,
2301961,2025-08-02 14:00:00,Round 400,Andover New Street,0,New Milton Town,1,,
2301962,2025-08-02 14:00:00,Round 400,Birtley Town,3,Beverley Town,1,,
2301963,2025-08-02 14:00:00,Round 400,Harpenden Town,1,Concord Rangers,1,,
2301964,2025-08-02 14:00:00,Round 400,Westfields,2,Atherstone,4,,
2301965,2025-08-02 14:00:00,Round 400,Abbey Hey,1,AFC Liverpool,1,,
2301966,2025-08-02 14:00:00,Round 400,Harwich & Parkeston,2,AFC Dunstable,4,,
2301967,2025-08-02 14:00:00,Round 400,Ware,5,AFC Welwyn,0,,
2301968,2025-08-02 14:00:00,Round 400,Christchurch,3,Bemerton Heath Harlequins,0,,
2301969,2025-08-02 14:00:00,Round 400,Oldland Abbotonians,2,Wallingford and Crowmarsh,0,,
2301970,2025-08-02 14:00:00,Round 400,Coleshill Town,2,Nuneaton Town,1,,
2301971,2025-08-02 14:00:00,Round 400,March Town United,0,Soham Town Rangers,0,,
2301972,2025-08-02 14:00:00,Round 400,Bottesford Town,3,Melton Town,0,,
2301973,2025-08-02 14:00:00,Round 400,Three Bridges,5,Shoreham,2,,
2301974,2025-08-02 14:00:00,Round 400,AFC Wulfrunians,2,Shepshed Dynamo,3,,
2301975,2025-08-02 14:00:00,Round 400,City of Liverpool,2,Euxton Villa,1,,
2301976,2025-08-02 14:00:00,Round 400,Eversley and California,0,Horndean,1,,
2301977,2025-08-02 14:00:00,Round 400,Cornard United,2,Woodbridge Town,2,,
2301978,2025-08-02 14:00:00,Round 400,Downton,0,Fareham Town,2,,
2301979,2025-08-02 14:00:00,Round 400,Handsworth,1,Silsden,4,,
2301980,2025-08-02 14:00:00,Round 400,Horbury Town,0,Wombwell Town,0,,
2301981,2025-08-02 14:00:00,Round 400,Eastwood,2,Gresley Rovers,2,,
2301982,2025-08-02 14:00:00,Round 400,Seaford Town,1,Sutton Athletic,0,,
2301983,2025-08-02 14:00:00,Round 400,Bashley,1,East Cowes Victoria Athletic,0,,
2301984,2025-08-02 14:00:00,Round 400,Irlam,4,Thackley,0,,
2301985,2025-08-02 14:00:00,Round 400,Liversedge,0,Wythenshawe,3,,
2301986,2025-08-02 14:00:00,Round 400,Milton Keynes Irish,3,Heybridge Swifts,2,,
2301987,2025-08-02 14:00:00,Round 400,St Neots Town,7,Great Yarmouth Town,1,,
2301988,2025-08-02 14:00:00,Round 400,Shifnal Town,0,Coventry United,1,,
2301989,2025-08-02 14:00:00,Round 400,AFC Stoneham,2,Fleet Town,0,,
2301990,2025-08-02 14:00:00,Round 400,Marske United,2,Carlisle City,0,,
2301991,2025-08-02 14:00:00,Round 400,Alton,5,Wincanton Town,0,,
2301992,2025-08-02 14:00:00,Round 400,Biggleswade,2,Welwyn Garden City,2,,
2301993,2025-08-02 14:00:00,Round 400,Harleston Town,2,Walsham-le-Willows,4,,
2301994,2025-08-02 14:00:00,Round 400,AFC Whyteleafe,5,Chipstead,0,,
2301995,2025-08-02 14:00:00,Round 400,Newcastle Benfield,2,Pontefract Collieries,3,,
2301996,2025-08-02 14:00:00,Round 400,AFC Varndeanians,1,Tooting and  Mitcham United,2,,
2301997,2025-08-02 14:00:00,Round 400,Golcar United,1,Ramsbottom United,2,,
2301998,2025-08-02 14:00:00,Round 400,Lancing,1,Crawley Down Gatwick,0,,
2301999,2025-08-02 14:00:00,Round 400,Crook Town,1,Kendal Town,3,,
2302000,2025-08-02 14:00:00,Round 400,White Ensign,0,Sawbridgeworth Town,2,,
2302001,2025-08-02 14:00:00,Round 400,Winsford United,1,West Didsbury and Chorlton,1,,
2302002,2025-08-02 14:00:00,Round 400,Thornaby,3,Tadcaster Albion,2,,
2302003,2025-08-02 14:00:00,Round 400,Sidmouth Town,3,Ivybridge Town,1,,
2302004,2025-08-02 14:00:00,Round 400,Boldmere St Michaels,1,Abbey Hulton United,3,,
2302005,2025-08-02 14:00:00,Round 400,Rossington Main,4,Moulton,1,,
2302006,2025-08-02 14:00:00,Round 400,Snodland Town,4,Broadfields United,0,,
2302007,2025-08-02 14:00:00,Round 400,Aylesbury Vale Dynamos,1,Abingdon United,1,,
2302008,2025-08-02 14:00:00,Round 400,Paulton Rovers,1,Hamble Club,0,,
2302009,2025-08-02 14:00:00,Round 400,Gorleston,5,Hadleigh United,1,,
2302010,2025-08-02 14:00:00,Round 400,Cowes Sports,2,Laverstock and Ford,2,,
2302011,2025-08-02 14:00:00,Round 400,Baffins Milton Rovers,1,Shaftesbury,1,,
2302012,2025-08-02 14:00:00,Round 400,Saffron Walden Town,0,Harlow Town,0,,
2302013,2025-08-02 14:00:00,Round 400,Bexhill United,3,Sheerwater,1,,
2302014,2025-08-02 14:00:00,Round 400,Cinderford Town,0,Amersham Town,1,,
2302015,2025-08-02 14:00:00,Round 400,Beaconsfield Town,0,Larkhall Athletic,1,,
2302016,2025-08-02 14:00:00,Round 400,Raynes Park Vale,2,Forest Row,1,,
2302017,2025-08-02 14:00:00,Round 400,Sporting Club Inkberrow,2,Studley,2,,
2302018,2025-08-02 14:00:00,Round 400,Broadbridge Heath,1,Cobham,3,,
2302019,2025-08-02 14:00:00,Round 400,Leatherhead,2,Phoenix Sports,2,,
2302020,2025-08-02 14:00:00,Round 400,Kidlington,0,Clevedon Town,0,,
2302021,2025-08-02 14:00:00,Round 400,Mangotsfield United,1,Bristol Manor Farm,1,,
2302022,2025-08-02 14:00:00,Round 400,Fisher,3,Camberley Town,1,,
2302023,2025-08-02 14:00:00,Round 400,Kennington,0,Soul Tower Hamlets,4,,
2302024,2025-08-02 14:00:00,Round 400,Coton Green,2,Rugby Town,1,,
2302025,2025-08-02 14:00:00,Round 400,Brighouse Town,1,Frickley Athletic,0,,
2302026,2025-08-02 14:00:00,Round 400,Athletic Newham,1,Sevenoaks Town,3,,
2302027,2025-08-02 14:00:00,Round 400,Portishead Town,4,Windsor and Eton,3,,
2302028,2025-08-02 14:30:00,Round 400,Jersey Bulls,5,Erith and Belvedere,0,,
2302029,2025-08-03 12:00:00,Round 400,Stansfeld,0,Harrow Borough,4,,
2302030,2025-08-03 14:00:00,Round 400,Little Common,1,Southall,1,,
2302031,2025-08-03 14:00:00,Round 400,Hallam,3,Lower Breck,1,,
2302032,2025-08-03 14:00:00,Round 400,Hilltop,2,Deal Town,2,,
2302033,2025-08-03 14:00:00,Round 400,Northwich Victoria,0,Campion,2,,
2302034,2025-08-04 18:45:00,Round 400,Sutton Common Rovers,1,Guildford City,0,,
2302035,2025-08-04 18:45:00,Round 400,Phoenix Sports,0,Leatherhead,3,,
2303832,2025-08-04 18:45:00,Round 400,Studley,2,Sporting Club Inkberrow,3,,
2302046,2025-08-05 18:30:00,Round 400,Harefield United,3,Peacehaven and Telscombe,2,,
2302055,2025-08-05 18:30:00,Round 400,Shepton Mallet,0,Newquay,2,,
2302059,2025-08-05 18:30:00,Round 400,Brixham,2,Street,0,,
2303833,2025-08-05 18:30:00,Round 400,Laverstock and Ford,2,Cowes Sports,1,,
2302036,2025-08-05 18:45:00,Round 400,Longridge Town,8,Pilkington,1,,
2302037,2025-08-05 18:45:00,Round 400,Downham Town,1,Mildenhall Town,1,,
2302038,2025-08-05 18:45:00,Round 400,Virginia Water,3,Thornbury Town,2,,
2302039,2025-08-05 18:45:00,Round 400,Consett,0,Guisborough Town,2,,
2302040,2025-08-05 18:45:00,Round 400,Reading City,2,Cirencester,0,,
2302041,2025-08-05 18:45:00,Round 400,FC St Helens,3,Glossop North End,1,,
2302042,2025-08-05 18:45:00,Round 400,Bedfont Sports,0,Guernsey,0,,
2302043,2025-08-05 18:45:00,Round 400,Corinthian,3,Horley Town,3,,
2302044,2025-08-05 18:45:00,Round 400,Ashford Town Middlesex,3,Eastbourne Town,2,,
2302045,2025-08-05 18:45:00,Round 400,Brantham Athletic,4,Walthamstow,1,,
2302047,2025-08-05 18:45:00,Round 400,Shaftesbury,5,Baffins Milton Rovers,0,,
2302048,2025-08-05 18:45:00,Round 400,Soham Town Rangers,1,March Town United,4,,
2302049,2025-08-05 18:45:00,Round 400,Welwyn Garden City,2,Biggleswade,0,,
2302050,2025-08-05 18:45:00,Round 400,Kings Langley,2,Cockfosters,4,,
2302051,2025-08-05 18:45:00,Round 400,Crowborough Athletic,3,Punjab United,2,,
2302052,2025-08-05 18:45:00,Round 400,Faversham Town,5,Balham,1,,
2302053,2025-08-05 18:45:00,Round 400,Barton Town,2,Loughborough Students,1,,
2302054,2025-08-05 18:45:00,Round 400,AFC Portchester,3,Melksham Town,1,,
2302056,2025-08-05 18:45:00,Round 400,Albion Sports,2,Sheffield FC,3,,
2302057,2025-08-05 18:45:00,Round 400,Benfleet,0,Leighton Town,1,,
2302058,2025-08-05 18:45:00,Round 400,Bristol Manor Farm,0,Mangotsfield United,1,,
2302060,2025-08-05 18:45:00,Round 400,Wormley Rovers,2,Enfield,3,,
2302061,2025-08-05 18:45:00,Round 400,Little Oakley,1,Baldock Town,0,,
2302062,2025-08-05 18:45:00,Round 400,Gresley Rovers,0,Eastwood,0,,
2302063,2025-08-05 18:45:00,Round 400,Concord Rangers,0,Harpenden Town,0,,
2302064,2025-08-05 18:45:00,Round 400,Harlow Town,2,Saffron Walden Town,1,,
2302065,2025-08-05 18:45:00,Round 400,Abingdon United,1,Aylesbury Vale Dynamos,2,,
2302066,2025-08-05 18:45:00,Round 400,Wombwell Town,4,Horbury Town,0,,
2302072,2025-08-05 18:45:00,Round 400,Thetford Town,0,Histon,1,,
2303834,2025-08-05 18:45:00,Round 400,Deal Town,4,Hilltop,1,,
2303835,2025-08-05 18:45:00,Round 400,Woodbridge Town,4,Cornard United,2,,
2303836,2025-08-05 18:45:00,Round 400,Bridlington Town,2,Knaresborough Town,1,,
2303837,2025-08-05 18:45:00,Round 400,Wroxham,2,Fakenham Town,0,,
2303838,2025-08-05 18:45:00,Round 400,Frenford,0,Witham Town,3,,
2304693,2025-08-05 18:45:00,Round 400,Northallerton Town,3,West Allotment Celtic,0,,
2302067,2025-08-05 19:00:00,Round 400,AFC Welwyn,,Ware,,,
2302071,2025-08-06 18:30:00,Round 400,Clevedon Town,2,Kidlington,0,,
2302068,2025-08-06 18:45:00,Round 400,Sporting Bengal United,2,Erith Town,4,,
2302069,2025-08-06 18:45:00,Round 400,Royal Wootton Bassett Town,3,Lydney Town,0,,
2302070,2025-08-06 18:45:00,Round 400,Whickham,0,Bishop Auckland,5,,
2303839,2025-08-06 18:45:00,Round 400,West Didsbury and Chorlton,2,Winsford United,1,,
2303840,2025-08-06 18:45:00,Round 400,Holmesdale,1,Tunbridge Wells,0,,
2304082,2025-08-06 18:45:00,Round 400,Southall,3,Little Common,0,,
2308428,2025-08-06 18:45:00,Round 400,AFC Liverpool,2,Abbey Hey,1,,
2302094,2025-08-15 18:45:00,Round 400,Pickering Town,0,Easington Colliery,0,,
2303856,2025-08-15 18:45:00,Round 400,Christchurch,0,Tadley Calleva,3,,
2303870,2025-08-15 18:45:00,Round 400,Epsom and Ewell,2,South Park,2,,
2303882,2025-08-15 18:45:00,Round 400,Atherton Collieries,2,Prestwich Heys,0,,
2304089,2025-08-15 18:45:00,Round 400,Lye Town,0,Racing Club Warwick,2,,
2302100,2025-08-16 11:00:00,Round 400,Jersey Bulls,2,Fisher,0,,
2302073,2025-08-16 14:00:00,Round 400,Mickleover,0,Matlock Town,2,,
2302074,2025-08-16 14:00:00,Round 400,Corinthian-Casuals,3,Sevenoaks Town,5,,
2302075,2025-08-16 14:00:00,Round 400,Sheppey United,9,Eastbourne United,0,,
2302076,2025-08-16 14:00:00,Round 400,Hassocks,0,Beckenham Town,1,,
2302077,2025-08-16 14:00:00,Round 400,Bexhill United,0,Raynes Park Vale,3,,
2302079,2025-08-16 14:00:00,Round 400,Knaphill,1,Hollands and Blair,1,,
2302080,2025-08-16 14:00:00,Round 400,Newton Aycliffe,2,Newcastle Blue Star,3,,
2302081,2025-08-16 14:00:00,Round 400,Ascot United,2,Glebe,1,,
2302082,2025-08-16 14:00:00,Round 400,VCD Athletic,0,Sittingbourne,1,,
2302083,2025-08-16 14:00:00,Round 400,Three Bridges,4,Horsham YMCA,1,,
2302084,2025-08-16 14:00:00,Round 400,Irlam,0,Chadderton,1,,
2302085,2025-08-16 14:00:00,Round 400,Pontefract Collieries,1,Blyth Spartans,0,,
2302086,2025-08-16 14:00:00,Round 400,Soul Tower Hamlets,3,Hanworth Villa,2,,
2302088,2025-08-16 14:00:00,Round 400,Marlow,2,Binfield,1,,
2302089,2025-08-16 14:00:00,Round 400,Steyning Town,2,Hendon,1,,
2302090,2025-08-16 14:00:00,Round 400,Tooting and  Mitcham United,0,AFC Croydon Athletic,1,,
2302091,2025-08-16 14:00:00,Round 400,Hallen,0,Bishop's Cleeve,4,,
2302092,2025-08-16 14:00:00,Round 400,Ardley United,1,Burnham,2,,
2302093,2025-08-16 14:00:00,Round 400,Newmarket Town,1,Felixstowe and Walton United,1,,
2302095,2025-08-16 14:00:00,Round 400,Seaford Town,0,AFC Whyteleafe,2,,
2302096,2025-08-16 14:00:00,Round 400,Birtley Town,2,Shildon AFC,2,,
2302097,2025-08-16 14:00:00,Round 400,Thornaby,1,Dunston UTS,2,,
2302098,2025-08-16 14:00:00,Round 400,Nantwich Town,1,Charnock Richard,0,,
2302099,2025-08-16 14:00:00,Round 400,Bradford Park Avenue,1,Avro,3,,
2303841,2025-08-16 14:00:00,Round 400,Brightlingsea Regent,2,Hullbridge Sports,1,,
2303842,2025-08-16 14:00:00,Round 400,Falmouth Town,2,Bideford,1,,
2303843,2025-08-16 14:00:00,Round 400,Great Wakering Rovers,0,Redbridge,0,,
2303844,2025-08-16 14:00:00,Round 400,Tilbury,1,AFC Dunstable,0,,
2303845,2025-08-16 14:00:00,Round 400,Whitchurch Alport,0,Runcorn Linnets,3,,
2303846,2025-08-16 14:00:00,Round 400,Exmouth Town,2,Buckland Athletic,1,,
2303847,2025-08-16 14:00:00,Round 400,Blackstones,1,Grimsby Borough,2,,
2303849,2025-08-16 14:00:00,Round 400,Sawbridgeworth Town,1,Eynesbury Rovers,3,,
2303850,2025-08-16 14:00:00,Round 400,Winchester City,1,Bashley,1,,
2303851,2025-08-16 14:00:00,Round 400,Basford United,5,Hucknall Town,0,,
2303852,2025-08-16 14:00:00,Round 400,AFC Stoneham,1,Paulton Rovers,0,,
2303853,2025-08-16 14:00:00,Round 400,Wellingborough Town,1,Bourne Town,2,,
2303854,2025-08-16 14:00:00,Round 400,Haringey Borough,1,Stanway Rovers,5,,
2303855,2025-08-16 14:00:00,Round 400,Belper United,2,Hanley Town,5,,
2303857,2025-08-16 14:00:00,Round 400,Sherwood Colliery,3,Anstey Nomads,1,,
2303858,2025-08-16 14:00:00,Round 400,Fareham Town,1,Hartley Wintney,0,,
2303859,2025-08-16 14:00:00,Round 400,Edgware Town,0,Whitstable Town,9,,
